approximator,id_config_approximator,used_budget,n_players,MSE_mean,MSE_q1,MSE_q2,MSE_q3,game_id
MSR,39,10,9,0.2678408411636344,0.0780718771456046,0.2139844225647613,0.4298268069146064,ViT9 ($d=9$)
MSR,39,15,9,0.20849864174458627,0.08281051588845942,0.19863056711729626,0.34593237452610825,ViT9 ($d=9$)
MSR,39,24,9,0.05537553498740983,0.02361937289531445,0.0490771596458508,0.0926731611207145,ViT9 ($d=9$)
MSR,39,37,9,0.04537099482627698,0.017957522292187222,0.048706744444490246,0.06670770427216632,ViT9 ($d=9$)
MSR,39,58,9,0.014292636538264814,0.0059340986732501,0.017364812826700902,0.021047556792263902,ViT9 ($d=9$)
MSR,39,89,9,0.014462411968182314,0.00428727914928515,0.01707671194180315,0.021895193173799753,ViT9 ($d=9$)
MSR,39,138,9,0.0031069531953442464,0.00132803234225005,0.003011667935007,0.004548540469197325,ViT9 ($d=9$)
MSR,39,214,9,0.0017261670807432752,0.00042593748687817497,0.0014681716801986,0.0029296920911953,ViT9 ($d=9$)
MSR,39,331,9,0.0004960659233757823,0.0001651800897559,0.0005556945600308999,0.000743231147626375,ViT9 ($d=9$)
MSR,39,512,9,7.360376511436055e-33,1.724309153334197e-33,3.593063052497437e-33,6.294046054365509e-33,ViT9 ($d=9$)
PermutationSampling,37,10,9,0.020462950630312633,0.0134629450382591,0.019578889373455352,0.0282978468227013,ViT9 ($d=9$)
PermutationSampling,37,15,9,0.020462950630312633,0.0134629450382591,0.019578889373455352,0.0282978468227013,ViT9 ($d=9$)
PermutationSampling,37,24,9,0.013361655161328596,0.0047582882310187,0.00981599521441415,0.0206962645267654,ViT9 ($d=9$)
PermutationSampling,37,37,9,0.00808059387363325,0.00276533976500925,0.0070960276643936004,0.011465688929711525,ViT9 ($d=9$)
PermutationSampling,37,58,9,0.004266610479092794,0.00178948877412805,0.0033805358091188002,0.005750465854446375,ViT9 ($d=9$)
PermutationSampling,37,89,9,0.0017658696536198434,0.0006900115154351,0.0014678398360862001,0.002467356929198175,ViT9 ($d=9$)
PermutationSampling,37,138,9,0.0014949985322530467,0.0006000362806203,0.0013486329109675,0.0020608509360851247,ViT9 ($d=9$)
PermutationSampling,37,214,9,0.0009597989430316458,0.000274102533254675,0.00074239527434395,0.0013449655890098251,ViT9 ($d=9$)
PermutationSampling,37,331,9,0.0007951360063829922,0.000345627726629975,0.0007322556298004501,0.001087682569930275,ViT9 ($d=9$)
PermutationSampling,37,512,9,0.0003455650196970617,0.00017059534193750002,0.00032801977425834996,0.000441111645993,ViT9 ($d=9$)
PermutationSampling,39,10,9,0.03609287085462654,0.01323589059058085,0.03109871217244505,0.0562103804299305,ViT9 ($d=9$)
PermutationSampling,39,15,9,0.036279194441296646,0.014398839567862975,0.03205188021255805,0.04861809211254315,ViT9 ($d=9$)
PermutationSampling,39,24,9,0.01673176269791537,0.007609619814973699,0.01474844081181845,0.025303754305841274,ViT9 ($d=9$)
PermutationSampling,39,37,9,0.010146785719022803,0.003315829560297775,0.00659850044434625,0.01400234179570585,ViT9 ($d=9$)
PermutationSampling,39,58,9,0.004603966120834583,0.0020708929081693,0.00381201605815695,0.006269190222195275,ViT9 ($d=9$)
PermutationSampling,39,89,9,0.00247030332785948,0.00113602092494575,0.0019320090310196,0.0031843476594570247,ViT9 ($d=9$)
PermutationSampling,39,138,9,0.002273687894329057,0.000822352766068525,0.00219625603708875,0.0030645573970095,ViT9 ($d=9$)
PermutationSampling,39,214,9,0.0011533651135171802,0.00036035471093687503,0.00091479590901245,0.001648078123570675,ViT9 ($d=9$)
PermutationSampling,39,331,9,0.0011978483536342886,0.000362981188882175,0.0008281618621597501,0.0015984302277569,ViT9 ($d=9$)
PermutationSampling,39,512,9,0.0007507049938408364,0.00021223446703195,0.00069564886020555,0.001131609905887625,ViT9 ($d=9$)
PolySHAP-2ADD,37,58,9,0.003859785593304095,0.0013736251071704499,0.00255650402841035,0.003992129255399,ViT9 ($d=9$)
PolySHAP-2ADD,37,89,9,0.0006787935650501714,0.000330868862034,0.0005904650072811001,0.00108464055732475,ViT9 ($d=9$)
PolySHAP-2ADD,37,138,9,0.00035012159822956403,0.00011119527324649999,0.00026850509465410003,0.0005757024700784,ViT9 ($d=9$)
PolySHAP-2ADD,37,214,9,0.00016111651796518208,6.293004935343111e-05,0.0001238455356704,0.000229543232304175,ViT9 ($d=9$)
PolySHAP-2ADD,37,331,9,3.902094521075167e-05,1.3047452049206489e-05,3.774868808081911e-05,5.20519009385479e-05,ViT9 ($d=9$)
PolySHAP-2ADD,37,512,9,6.19171744257966e-31,5.781292283885225e-32,3.090646109140544e-31,7.849194360917693e-31,ViT9 ($d=9$)
PolySHAP-2ADD,39,58,9,0.00932286223916523,0.00204642935838855,0.004840406139447849,0.009988682674933176,ViT9 ($d=9$)
PolySHAP-2ADD,39,89,9,0.0010872394950444432,0.0004059970871508,0.0007699558454497,0.001373713718949275,ViT9 ($d=9$)
PolySHAP-2ADD,39,138,9,0.0004553417392022647,0.000192254904067,0.0003353160398695,0.000572784975275525,ViT9 ($d=9$)
PolySHAP-2ADD,39,214,9,0.0001319356034285944,4.8444028172246686e-05,9.795431061195788e-05,0.000193477449442,ViT9 ($d=9$)
PolySHAP-2ADD,39,331,9,3.6012624457528235e-05,1.5661966991296377e-05,2.3043285690545727e-05,4.9684685578130074e-05,ViT9 ($d=9$)
PolySHAP-2ADD,39,512,9,6.19171744257966e-31,5.781292283885225e-32,3.090646109140544e-31,7.849194360917693e-31,ViT9 ($d=9$)
PolySHAP-2ADD-50%,37,37,9,0.006473811018052587,0.0031546341929566,0.0053138308856798,0.00785524221800785,ViT9 ($d=9$)
PolySHAP-2ADD-50%,37,58,9,0.0038597855933040887,0.001373625107170425,0.00255650402841025,0.003992129255399,ViT9 ($d=9$)
PolySHAP-2ADD-50%,37,89,9,0.0006601390120655437,0.000310786987689225,0.0005865863810557001,0.0010760209060490752,ViT9 ($d=9$)
PolySHAP-2ADD-50%,37,138,9,0.0003501215982295641,0.00011119527324649999,0.00026850509465410003,0.0005757024700784,ViT9 ($d=9$)
PolySHAP-2ADD-50%,37,214,9,0.00016111651796518536,6.293004935343167e-05,0.0001238455356704,0.000229543232304175,ViT9 ($d=9$)
PolySHAP-2ADD-50%,37,331,9,3.888056947199965e-05,1.3054475773103295e-05,3.746605960696953e-05,5.223406886170786e-05,ViT9 ($d=9$)
PolySHAP-2ADD-50%,37,512,9,1.5509882755814526e-31,1.93598590672707e-32,8.140263898276717e-32,1.9417252448339116e-31,ViT9 ($d=9$)
PolySHAP-2ADD-50%,39,37,9,0.05697180265364297,0.00899079423008475,0.02238797154617585,0.053888056150100505,ViT9 ($d=9$)
PolySHAP-2ADD-50%,39,58,9,0.002899478704809613,0.00098273685300945,0.0022047108355007002,0.0040474529175389745,ViT9 ($d=9$)
PolySHAP-2ADD-50%,39,89,9,0.0010151315546487241,0.00043175616626992496,0.0007887958627485,0.00124911706178905,ViT9 ($d=9$)
PolySHAP-2ADD-50%,39,138,9,0.0004375800062812241,0.00021097995885495,0.00031416253583379996,0.000492699249498275,ViT9 ($d=9$)
PolySHAP-2ADD-50%,39,214,9,0.00018880765639039208,7.04564383813092e-05,0.0001466182680944,0.000307167197633675,ViT9 ($d=9$)
PolySHAP-2ADD-50%,39,331,9,4.19119448953745e-05,1.6216691890043714e-05,3.0136998576793442e-05,6.440268259321719e-05,ViT9 ($d=9$)
PolySHAP-2ADD-50%,39,512,9,1.5509882755814526e-31,1.93598590672707e-32,8.140263898276717e-32,1.9417252448339116e-31,ViT9 ($d=9$)
PolySHAP-3ADD,37,138,9,0.0009284068103725794,0.0001873614993403,0.00049119944604445,0.00095626305328255,ViT9 ($d=9$)
PolySHAP-3ADD,37,214,9,0.0003776003259100832,0.00010243567670278596,0.00028670643971265004,0.000438936189953975,ViT9 ($d=9$)
PolySHAP-3ADD,37,331,9,3.14739559387761e-05,6.928343514970625e-06,2.473373864012825e-05,4.6351575139417364e-05,ViT9 ($d=9$)
PolySHAP-3ADD,37,512,9,6.424057797409041e-29,6.933748261985068e-30,2.1103430362132894e-29,7.539622481873461e-29,ViT9 ($d=9$)
PolySHAP-3ADD,39,138,9,0.006679913947769373,0.001406478569108725,0.00291218940515405,0.0060655777554613245,ViT9 ($d=9$)
PolySHAP-3ADD,39,214,9,0.00015806543737828223,4.304243621240229e-05,0.0001182746691934,0.000163162616114375,ViT9 ($d=9$)
PolySHAP-3ADD,39,331,9,3.269807324344237e-05,9.968874830746202e-06,1.549273928396043e-05,5.2410443357872335e-05,ViT9 ($d=9$)
PolySHAP-3ADD,39,512,9,6.424057797409041e-29,6.933748261985068e-30,2.1103430362132894e-29,7.539622481873461e-29,ViT9 ($d=9$)
PolySHAP-3ADD-50%,37,89,9,0.0013557998373775763,0.00028797460062140003,0.00117230760018455,0.0020915038110795,ViT9 ($d=9$)
PolySHAP-3ADD-50%,37,138,9,0.001964862622698995,0.000401438687490725,0.0007967208350155501,0.0022215849935918503,ViT9 ($d=9$)
PolySHAP-3ADD-50%,37,214,9,0.0001448768900279797,4.381077892417655e-05,0.00010844736914,0.00019874723440665,ViT9 ($d=9$)
PolySHAP-3ADD-50%,37,331,9,3.0971885307772647e-05,1.0039145643210321e-05,2.607937371377802e-05,3.985170871404419e-05,ViT9 ($d=9$)
PolySHAP-3ADD-50%,37,512,9,1.7085445285881006e-30,4.080494689381661e-31,9.935271147939675e-31,2.0570941796907194e-30,ViT9 ($d=9$)
PolySHAP-3ADD-50%,39,89,9,0.010900471251285264,0.0030171562827355997,0.00715981235203215,0.014239089569562775,ViT9 ($d=9$)
PolySHAP-3ADD-50%,39,138,9,0.0007302152991562042,0.000244612808942125,0.00045846740198995,0.00091517452058325,ViT9 ($d=9$)
PolySHAP-3ADD-50%,39,214,9,0.0001320365428828582,5.854541144634222e-05,7.586850950269788e-05,0.00016472762364924998,ViT9 ($d=9$)
PolySHAP-3ADD-50%,39,331,9,3.1133268075926436e-05,9.00395375758843e-06,2.6456043425376263e-05,3.967505242507313e-05,ViT9 ($d=9$)
PolySHAP-3ADD-50%,39,512,9,1.7085445285881006e-30,4.080494689381661e-31,9.935271147939675e-31,2.0570941796907194e-30,ViT9 ($d=9$)
PolySHAP-3ADD-dlog(d),37,138,9,0.0012420594703480324,0.0003235656251145,0.0005706147533402501,0.00162320999800975,ViT9 ($d=9$)
PolySHAP-3ADD-dlog(d),37,214,9,0.0001470567507349481,4.615124573735725e-05,0.0001143649708452,0.0001861997940614,ViT9 ($d=9$)
PolySHAP-3ADD-dlog(d),37,331,9,3.2324747691956916e-05,1.1658610847077008e-05,2.8098926182649774e-05,4.550462478965576e-05,ViT9 ($d=9$)
PolySHAP-3ADD-dlog(d),37,512,9,2.0049813153469556e-30,2.985485653097275e-31,1.225687896909367e-30,3.0252253450678148e-30,ViT9 ($d=9$)
PolySHAP-4ADD,37,331,9,3.113024144895025e-05,7.135394876411531e-06,2.511777247009686e-05,4.4971546632039384e-05,ViT9 ($d=9$)
PolySHAP-4ADD,37,512,9,2.007260572373821e-26,1.2567389182271666e-27,4.895742330780112e-27,3.246200738594723e-26,ViT9 ($d=9$)
PolySHAP-4ADD,39,331,9,8.611988993016525e-05,1.775357643837228e-05,5.6801910895150846e-05,0.00011055216318855,ViT9 ($d=9$)
PolySHAP-4ADD,39,512,9,2.007260572373821e-26,1.2567389182271666e-27,4.895742330780112e-27,3.246200738594723e-26,ViT9 ($d=9$)
RegressionMSR,37,10,9,0.02383577585529263,0.006902579760147525,0.02134932334007415,0.03336917953796753,ViT9 ($d=9$)
RegressionMSR,37,15,9,0.020302733483119974,0.00619164176453205,0.01469405681315695,0.03039369405766605,ViT9 ($d=9$)
RegressionMSR,37,24,9,0.0041378818518841435,0.001358027018408125,0.00390244409798305,0.00511546412735725,ViT9 ($d=9$)
RegressionMSR,37,37,9,0.0035052705456654035,0.001001282655674475,0.00266544279186285,0.005412016083883075,ViT9 ($d=9$)
RegressionMSR,37,58,9,0.002381715146313127,0.0007629424154702,0.00159336723310425,0.003080713625029275,ViT9 ($d=9$)
RegressionMSR,37,89,9,0.0005512916125288481,0.000194684514005025,0.00046402520372515,0.000721257690558625,ViT9 ($d=9$)
RegressionMSR,37,138,9,0.00022100125159171902,0.000105434097321275,0.0002040440904823,0.000329114990197725,ViT9 ($d=9$)
RegressionMSR,37,214,9,5.244875527525228e-05,1.6538573328842182e-05,4.68926957533803e-05,8.506732950346133e-05,ViT9 ($d=9$)
RegressionMSR,37,331,9,1.3831963717484089e-05,4.337484595649174e-06,7.088912111453331e-06,2.454861651560381e-05,ViT9 ($d=9$)
RegressionMSR,37,512,9,2.116079860880442e-15,5.546223743456474e-16,1.1947896894911968e-15,3.03211901886352e-15,ViT9 ($d=9$)
RegressionMSR,39,10,9,0.038513193230427026,0.008797174796052425,0.0318663613397708,0.04578652407891985,ViT9 ($d=9$)
RegressionMSR,39,15,9,0.012262231755867445,0.004884577462128875,0.010748995811080901,0.0159016494894502,ViT9 ($d=9$)
RegressionMSR,39,24,9,0.006541593634407217,0.00270206152777695,0.005320159286055949,0.00937974412349285,ViT9 ($d=9$)
RegressionMSR,39,37,9,0.0052430485804131795,0.001232529803305725,0.0028548733859371,0.006574023827583524,ViT9 ($d=9$)
RegressionMSR,39,58,9,0.001536230229219047,0.00049130767751355,0.0009106300437849,0.001801754535208525,ViT9 ($d=9$)
RegressionMSR,39,89,9,0.0006822862810110733,0.0002111225397848,0.0005849160844039,0.000920749612889325,ViT9 ($d=9$)
RegressionMSR,39,138,9,0.00023907024048946195,7.81283697395569e-05,0.00021290207129410002,0.0003263701546532,ViT9 ($d=9$)
RegressionMSR,39,214,9,6.181253300906543e-05,1.5326402162101156e-05,4.221818778943162e-05,9.501390575584606e-05,ViT9 ($d=9$)
RegressionMSR,39,331,9,1.7884113281751716e-05,4.886988967679641e-06,1.2321136683181239e-05,2.325184647024564e-05,ViT9 ($d=9$)
RegressionMSR,39,512,9,2.116079860880442e-15,5.546223743456474e-16,1.1947896894911968e-15,3.03211901886352e-15,ViT9 ($d=9$)
SVARM,37,10,9,0.017325240528396887,0.01142985235849155,0.01813083116888415,0.020932415188267776,ViT9 ($d=9$)
SVARM,37,15,9,0.013132264614456253,0.005854507767738475,0.014529890971816,0.01936361410134255,ViT9 ($d=9$)
SVARM,37,24,9,0.014734941266030572,0.0058575487542178,0.012393964657341699,0.020102790355041252,ViT9 ($d=9$)
SVARM,37,37,9,0.01382279679642871,0.007351790127010475,0.01441198685126425,0.019224509494938875,ViT9 ($d=9$)
SVARM,37,58,9,0.00917464092277074,0.004901229045529375,0.0089826979253153,0.011748980887223174,ViT9 ($d=9$)
SVARM,37,89,9,0.001225400150843964,0.00044822731198657496,0.0010396990396357,0.001582686484604525,ViT9 ($d=9$)
SVARM,37,138,9,0.0009321481126584606,0.000314540948310325,0.00085434791610175,0.001467522776464875,ViT9 ($d=9$)
SVARM,37,214,9,0.00037465367931682883,8.238334563905905e-05,0.00024293893879969998,0.0003974642889369,ViT9 ($d=9$)
SVARM,37,331,9,0.00010061461022032137,4.121656905366863e-05,7.615802426758355e-05,0.00014813001251459999,ViT9 ($d=9$)
SVARM,37,512,9,7.360376511436055e-33,1.724309153334197e-33,3.593063052497437e-33,6.294046054365509e-33,ViT9 ($d=9$)
SVARM,39,10,9,0.02669344738069946,0.012862730826007574,0.0273334392036594,0.04135292835003637,ViT9 ($d=9$)
SVARM,39,15,9,0.048699510049117684,0.019387141338056725,0.05415943062425155,0.06944861004526356,ViT9 ($d=9$)
SVARM,39,24,9,0.031625283014904415,0.014367407527930275,0.03295673832868455,0.0460270192063325,ViT9 ($d=9$)
SVARM,39,37,9,0.01840578186292239,0.01123559438613285,0.0199385179456189,0.025510284995851597,ViT9 ($d=9$)
SVARM,39,58,9,0.011294498763461346,0.00488617072094555,0.0126641737468551,0.01715165382304765,ViT9 ($d=9$)
SVARM,39,89,9,0.0026203068482930467,0.000782271041636575,0.00243789432246005,0.0030743341485849496,ViT9 ($d=9$)
SVARM,39,138,9,0.00083296175760841,0.000317739494180025,0.00051351460952475,0.001238274191674025,ViT9 ($d=9$)
SVARM,39,214,9,0.00027117774671057005,0.000105482197069175,0.0002351329400945,0.000383323170187575,ViT9 ($d=9$)
SVARM,39,331,9,0.00012219303155382099,3.476688064227184e-05,8.749171405501282e-05,0.00020298397394092498,ViT9 ($d=9$)
SVARM,39,512,9,7.360376511436055e-33,1.724309153334197e-33,3.593063052497437e-33,6.294046054365509e-33,ViT9 ($d=9$)
LeverageSHAP,37,17,16,0.00739498977954957,0.00457582333234515,0.00648388660279255,0.01029916187991395,ViT16 ($d=16$)
LeverageSHAP,37,37,16,0.05431962890654917,0.009885069414850926,0.0266412215051059,0.04818630745059015,ViT16 ($d=16$)
LeverageSHAP,37,82,16,0.0026678556125798903,0.001081130678664225,0.00223962545556415,0.003563336285209225,ViT16 ($d=16$)
LeverageSHAP,37,179,16,0.000849040773260676,0.000398177758263775,0.0008728541529158,0.0010711902888403749,ViT16 ($d=16$)
LeverageSHAP,37,394,16,0.0003254995450945265,0.000146881685060075,0.0002341972068075,0.00043868294314925,ViT16 ($d=16$)
LeverageSHAP,37,864,16,8.937827448856356e-05,4.585196016099015e-05,8.309632406096305e-05,0.000126613977135225,ViT16 ($d=16$)
LeverageSHAP,37,1895,16,3.753309261106698e-05,2.0081794898935974e-05,2.9196756709522547e-05,4.566598081731718e-05,ViT16 ($d=16$)
LeverageSHAP,37,4156,16,2.1879375403258137e-05,9.616049390471892e-06,2.037942778568201e-05,2.7608960312557702e-05,ViT16 ($d=16$)
LeverageSHAP,37,9117,16,4.580485033474755e-06,2.3729444039159835e-06,3.899917313614211e-06,5.655942044705194e-06,ViT16 ($d=16$)
LeverageSHAP,37,20000,16,1.4456310788307117e-06,5.100010696860697e-07,1.299244808245292e-06,1.985168950172724e-06,ViT16 ($d=16$)
LeverageSHAP,39,17,16,0.3057271010156677,0.08740143701299853,0.2461278446745937,0.3511591750392004,ViT16 ($d=16$)
LeverageSHAP,39,37,16,0.01060982877887248,0.005004096779329226,0.00796075779437275,0.012943734893742299,ViT16 ($d=16$)
LeverageSHAP,39,82,16,0.0052811305347904595,0.003174387783344875,0.0049025102599597,0.00706493704825255,ViT16 ($d=16$)
LeverageSHAP,39,179,16,0.0012557001712270868,0.000766484551698425,0.0012115013211432,0.001710114764026775,ViT16 ($d=16$)
LeverageSHAP,39,394,16,0.0006940175252402334,0.000293065131159125,0.00041646168748485,0.0009978129626570249,ViT16 ($d=16$)
LeverageSHAP,39,864,16,0.0002426444231297262,0.000139506337168375,0.0001917714931446,0.00030473681577495,ViT16 ($d=16$)
LeverageSHAP,39,1895,16,7.697748192726771e-05,4.010267256142095e-05,6.892522184697034e-05,0.0001086383725913,ViT16 ($d=16$)
LeverageSHAP,39,4156,16,3.8629605000882894e-05,2.5072217933688504e-05,3.448452615830908e-05,4.908925984942909e-05,ViT16 ($d=16$)
LeverageSHAP,39,9117,16,1.8687695011224962e-05,7.730809599273825e-06,1.2214528235567574e-05,2.736139214009128e-05,ViT16 ($d=16$)
LeverageSHAP,39,20000,16,3.3433644057363406e-06,1.2496139915634642e-06,2.350768366233772e-06,4.848737150398658e-06,ViT16 ($d=16$)
MSR,37,17,16,0.09803408237557461,0.045277546210253025,0.0934438442972151,0.1483275640889195,ViT16 ($d=16$)
MSR,37,37,16,0.04502161571280712,0.0272894342455332,0.0529329251507245,0.06297690919665802,ViT16 ($d=16$)
MSR,37,82,16,0.015527213683268338,0.006500565099821575,0.01367858788515575,0.02282092569585025,ViT16 ($d=16$)
MSR,37,179,16,0.00479389264340253,0.002254554433428425,0.004636132741716649,0.007234828528351325,ViT16 ($d=16$)
MSR,37,394,16,0.00216210442868444,0.000865878985516725,0.0018148150856405,0.0036529120584107002,ViT16 ($d=16$)
MSR,37,864,16,0.0007500308694459313,0.000486834699703,0.00074108898115045,0.0010621647243056502,ViT16 ($d=16$)
MSR,37,1895,16,0.0001918436748366007,9.450083944239763e-05,0.00014724586709825,0.000285151982087575,ViT16 ($d=16$)
MSR,37,4156,16,0.00011274041312797823,4.7351493459555716e-05,8.74745527845146e-05,0.00014231905470845,ViT16 ($d=16$)
MSR,37,9117,16,2.0076054326911627e-05,1.2760471535229306e-05,2.0924459252591304e-05,2.6897025406855832e-05,ViT16 ($d=16$)
MSR,37,20000,16,5.149924973932785e-06,1.6294347548313454e-06,4.135438877866786e-06,7.514813035432268e-06,ViT16 ($d=16$)
MSR,39,17,16,0.16064848662282116,0.0799731066937767,0.1755875785071884,0.2229037386991528,ViT16 ($d=16$)
MSR,39,37,16,0.041676786178767196,0.017127829074909676,0.04317958605354745,0.05875525499816525,ViT16 ($d=16$)
MSR,39,82,16,0.03394670133663893,0.014625820103643975,0.03553710140883885,0.04781504481669133,ViT16 ($d=16$)
MSR,39,179,16,0.007704494005531527,0.0035149277414294,0.00830273155429735,0.011641627915578923,ViT16 ($d=16$)
MSR,39,394,16,0.00531638630887363,0.0019065467207741,0.0049970095536476,0.0086728186118904,ViT16 ($d=16$)
MSR,39,864,16,0.0011873237454718812,0.000428375967328125,0.0014336734521631,0.0017125258276375751,ViT16 ($d=16$)
MSR,39,1895,16,0.00033761800602630167,0.00011858636168127501,0.00038286530158115,0.0004923105666465,ViT16 ($d=16$)
MSR,39,4156,16,0.00019590423199460465,5.909526524112515e-05,0.00025372204711605,0.000305619428463375,ViT16 ($d=16$)
MSR,39,9117,16,8.666294866316763e-05,2.68371436789381e-05,7.449999223256513e-05,0.000151397763759525,ViT16 ($d=16$)
MSR,39,20000,16,1.528870151032204e-05,6.2774761150293526e-06,1.5054735948437166e-05,2.449297966457837e-05,ViT16 ($d=16$)
PermutationSampling,37,17,16,0.008220436273030204,0.00487735102684785,0.00718972239569725,0.0107662718149204,ViT16 ($d=16$)
PermutationSampling,37,37,16,0.0071574739057584935,0.0035177781945045,0.0077565247187253005,0.010791733319838424,ViT16 ($d=16$)
PermutationSampling,37,82,16,0.004687159145125724,0.00220942858305265,0.00403929753012,0.006213552455435825,ViT16 ($d=16$)
PermutationSampling,37,179,16,0.001600871390114123,0.000514593388039625,0.0013506264238961,0.0024237280805639748,ViT16 ($d=16$)
PermutationSampling,37,394,16,0.0005683122617530837,0.00025051003207175,0.0004973114072198,0.0007568344955338751,ViT16 ($d=16$)
PermutationSampling,37,864,16,0.00030166188412481936,0.0001844257607404,0.00024818433424325,0.00042076595055842497,ViT16 ($d=16$)
PermutationSampling,37,1895,16,0.00011043108939299409,5.974294669695681e-05,8.911056713683158e-05,0.000144448456413425,ViT16 ($d=16$)
PermutationSampling,37,4156,16,4.780457462137944e-05,2.5215902199231882e-05,3.7148985556032236e-05,5.692810779864674e-05,ViT16 ($d=16$)
PermutationSampling,37,9117,16,2.774011296423048e-05,1.4255182099499432e-05,2.1294231263592698e-05,3.8574243784260025e-05,ViT16 ($d=16$)
PermutationSampling,37,20000,16,1.2068720035109958e-05,4.846523580496674e-06,1.2176020227734584e-05,1.6286835239832348e-05,ViT16 ($d=16$)
PermutationSampling,39,17,16,0.020428336040741412,0.00700761522311595,0.0188681787129614,0.027617190531577726,ViT16 ($d=16$)
PermutationSampling,39,37,16,0.0105799444511905,0.00579907659875545,0.00903203006549005,0.012911535822305874,ViT16 ($d=16$)
PermutationSampling,39,82,16,0.004630213438099814,0.001814938177365375,0.00367482961461095,0.005697755465858675,ViT16 ($d=16$)
PermutationSampling,39,179,16,0.0016139542148274134,0.000712435744588325,0.00143233536599305,0.002466560911959175,ViT16 ($d=16$)
PermutationSampling,39,394,16,0.001106370503902501,0.0005858593939883749,0.00081753873400845,0.00147248547850955,ViT16 ($d=16$)
PermutationSampling,39,864,16,0.0002924682654878354,0.00014089668133755,0.00025260527561775,0.000409367794498825,ViT16 ($d=16$)
PermutationSampling,39,1895,16,0.00012295270633232857,6.57774842649637e-05,9.625346806281922e-05,0.0001726606758449,ViT16 ($d=16$)
PermutationSampling,39,4156,16,9.147408799604156e-05,3.778984889789782e-05,7.2075739951603e-05,0.000121463509769475,ViT16 ($d=16$)
PermutationSampling,39,9117,16,2.673673239818415e-05,1.0094988312827148e-05,2.5176037929221908e-05,4.109887187004333e-05,ViT16 ($d=16$)
PermutationSampling,39,20000,16,1.8787104826615502e-05,6.7481982943293256e-06,1.0651925603235524e-05,2.026829659022368e-05,ViT16 ($d=16$)
PolySHAP-2ADD,37,179,16,0.0008573114260950052,0.000410475719611425,0.0008806015652551001,0.0011153741590265,ViT16 ($d=16$)
PolySHAP-2ADD,37,394,16,0.0003254995450945265,0.000146881685060075,0.0002341972068075,0.00043868294314925,ViT16 ($d=16$)
PolySHAP-2ADD,37,864,16,8.93782744885635e-05,4.585196016098901e-05,8.309632406096406e-05,0.000126613977135225,ViT16 ($d=16$)
PolySHAP-2ADD,37,1895,16,3.736600049152355e-05,2.004030896745908e-05,2.8964917831933055e-05,4.496917931268851e-05,ViT16 ($d=16$)
PolySHAP-2ADD,37,4156,16,2.18793754032579e-05,9.616049390471782e-06,2.0379427785680756e-05,2.7608960312557587e-05,ViT16 ($d=16$)
PolySHAP-2ADD,37,9117,16,4.56323082065347e-06,2.3724482535498853e-06,3.882934025390634e-06,5.574731445480655e-06,ViT16 ($d=16$)
PolySHAP-2ADD,37,20000,16,1.4456310788306618e-06,5.10001069686266e-07,1.2992448082452212e-06,1.985168950173019e-06,ViT16 ($d=16$)
PolySHAP-2ADD,39,179,16,0.003424077937623283,0.001258517758460275,0.0027597761792109,0.004974944484552674,ViT16 ($d=16$)
PolySHAP-2ADD,39,394,16,0.00028046951494196655,0.00012845176007715,0.0002733005145969,0.000366315166483775,ViT16 ($d=16$)
PolySHAP-2ADD,39,864,16,0.00010907272607668164,4.140939416451623e-05,0.0001195715599909,0.000162656399224275,ViT16 ($d=16$)
PolySHAP-2ADD,39,1895,16,3.3051149789212324e-05,1.5792521991859758e-05,3.533025370439841e-05,4.354590068261191e-05,ViT16 ($d=16$)
PolySHAP-2ADD,39,4156,16,1.3582038648296553e-05,6.568481845065399e-06,1.327774672926317e-05,1.861588069666157e-05,ViT16 ($d=16$)
PolySHAP-2ADD,39,9117,16,4.056285359383137e-06,2.517987192446751e-06,3.992325122759822e-06,5.5189302626493495e-06,ViT16 ($d=16$)
PolySHAP-2ADD,39,20000,16,9.478768270564235e-07,4.4803307108303717e-07,8.188550423742161e-07,1.2131012731252941e-06,ViT16 ($d=16$)
PolySHAP-2ADD-50%,37,82,16,0.0026678556125799132,0.001081130678664225,0.00223962545556415,0.003563336285209225,ViT16 ($d=16$)
PolySHAP-2ADD-50%,37,179,16,0.0008608864226773278,0.00040077056613817497,0.00088506442537035,0.001154751367106525,ViT16 ($d=16$)
PolySHAP-2ADD-50%,37,394,16,0.00032549954509452657,0.000146881685060075,0.0002341972068075,0.00043868294314925,ViT16 ($d=16$)
PolySHAP-2ADD-50%,37,864,16,8.937827448856329e-05,4.585196016098943e-05,8.309632406096204e-05,0.000126613977135225,ViT16 ($d=16$)
PolySHAP-2ADD-50%,37,1895,16,3.749815413670531e-05,2.0306446307459135e-05,2.8968540923179036e-05,4.472249272182487e-05,ViT16 ($d=16$)
PolySHAP-2ADD-50%,37,4156,16,2.1879375403257828e-05,9.616049390471641e-06,2.0379427785682192e-05,2.7608960312557085e-05,ViT16 ($d=16$)
PolySHAP-2ADD-50%,37,9117,16,4.5643191751947204e-06,2.372215538702745e-06,3.90827592943347e-06,5.5703093775193365e-06,ViT16 ($d=16$)
PolySHAP-2ADD-50%,37,20000,16,1.4456310788307871e-06,5.100010696860545e-07,1.2992448082454448e-06,1.9851689501727887e-06,ViT16 ($d=16$)
